Name of the Banks,Date,Savings Deposit,Special Notice Deposit (SND) Deposit,Special Notice Deposit (SND) Deposit,Special Notice Deposit (SND) Deposit,Special Notice Deposit (SND) Deposit,Special Notice Deposit (SND) Deposit,Fixed Deposit,Fixed Deposit,Fixed Deposit,Fixed Deposit,Fixed Deposit
SBACBL,2015-09-01,6.5,5.5,5.5,5.5,5.5,5.5,8.5,10.0,10.125,10.75,10.75
SHAHJALAL,2015-09-01,4.0,4.0,4.25,4.5,4.75,5.0,7.0,7.0,7.0,,
SIBL,2015-09-01,4.0,4.0,4.5,5.0,5.5,6.0,8.0,8.25,8.5,,
SOUTHEAST,2015-09-01,4.75,3.75,4.75,5.75,6.75,7.25,7.75,7.75,7.75,,
STANDARD,2015-09-01,5.0,4.0,4.5,5.0,6.0,7.0,8.0,8.0,7.75,7.75,
THE CITY,2015-09-01,4.75,2.5,4.0,4.5,9.0,9.0,8.375,8.625,7.75,8.625,9.265
TRUST BANK,2015-09-01,5.0,3.0,3.5,4.0,4.5,4.5,8.25,8.25,8.25,8.25,8.25
UCBL,2015-09-01,5.25,4.0,4.75,5.0,5.5,6.0,6.75,6.75,6.75,7.5,8.0
UNBL,2015-09-01,7.0,5.0,5.0,5.0,5.0,5.0,9.25,9.5,9.75,9.75,9.75
UTTARA,2015-09-01,4.0,4.5,5.0,6.5,6.75,7.0,7.25,7.25,7.25,7.25,
FBs,2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL FALAH,2015-09-01,5.0,3.0,4.0,4.0,4.0,4.0,7.125,7.375,7.75,7.5,7.25
CITI N.A.,2015-09-01,4.0,1.0,1.05,1.15,1.2,1.5,1.225,1.3,1.35,5.5,
COMMERCIAL B.,2015-09-01,4.25,3.0,4.0,4.5,5.0,5.5,6.375,7.0,7.125,7.5,8.625
HABIB,2015-09-01,4.75,3.5,5.0,5.5,5.5,5.5,7.0,7.0,7.5,7.5,7.5
HSBC,2015-09-01,3.5,1.75,1.75,2.0,2.25,3.0,3.375,3.625,4.75,5.25,5.5
NBP,2015-09-01,6.0,4.5,5.0,5.5,6.0,6.5,9.5,9.5,10.0,10.0,10.0
SBI,2015-09-01,3.75,1.5,2.0,2.5,2.5,2.5,5.625,5.875,5.875,5.875,5.875
STAN.CHART,2015-09-01,3.2,1.75,1.75,1.75,2.5,2.5,4.375,4.0,5.875,6.125,6.25
WOORI,2015-09-01,5.0,4.0,4.0,4.0,4.0,4.0,5.25,8.5,8.75,8.75,8.75
AGRANI,2015-10-01,4.0,5.0,5.0,5.0,5.0,5.0,7.25,7.5,8.0,,
BASIC,2015-10-01,7.125,5.5,6.0,6.25,6.5,7.0,7.5,7.7,8.0,7.75,7.75
BDBL,2015-10-01,6.5,5.0,5.0,5.0,5.0,5.0,7.25,8.5,8.75,9.0,9.0
JANATA,2015-10-01,5.625,4.0,4.0,4.5,4.5,5.0,7.0,7.25,7.5,,
RUPALI,2015-10-01,6.0,4.0,4.0,4.5,4.5,5.0,7.0,7.25,7.5,7.5,7.5
SONALI,2015-10-01,5.0,4.0,4.0,4.5,4.5,5.0,7.25,7.5,7.75,7.75,
DFIs,2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKB,2015-10-01,5.5,4.0,4.0,4.0,4.0,5.0,7.5,7.75,8.0,,
RAKUB,2015-10-01,6.0,4.25,4.25,4.25,4.25,4.25,6.75,7.75,9.15,9.15,9.775
PCBs,2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB-BANK,2015-10-01,5.0,3.5,4.5,5.5,6.5,7.0,7.25,7.5,7.75,7.5,
AL-ARAFAH,2015-10-01,4.0,4.0,4.0,4.0,4.0,4.0,5.5,5.75,6.0,6.25,6.25
BANK ASIA,2015-10-01,4.5,3.0,4.0,4.5,6.0,6.0,7.5,7.5,8.0,8.625,8.625
BCBL,2015-10-01,5.5,3.0,3.5,4.0,4.0,4.0,8.0,8.0,8.0,8.0,8.0
BRAC,2015-10-01,3.5,3.0,5.0,6.0,7.0,8.0,6.25,6.625,7.375,6.25,6.25
DHAKA,2015-10-01,4.5,3.5,4.0,4.5,5.0,5.5,7.375,7.375,7.125,6.5,10.41
DUTCH-BANGLA,2015-10-01,3.0,3.0,4.0,4.0,4.0,4.0,6.0,6.25,6.5,6.5,6.5
EBL,2015-10-01,4.75,2.5,3.5,4.0,4.5,5.0,5.5,5.5,6.0,6.0,6.0
EXIM,2015-10-01,5.0,3.0,3.5,4.0,4.0,5.0,7.5,7.5,7.5,7.5,7.5
FIRST SECU,2015-10-01,5.0,3.0,4.0,4.0,4.0,4.0,8.25,8.5,8.75,,
GIBL,2015-10-01,6.0,6.0,6.5,7.0,7.0,7.0,9.375,9.625,9.625,9.625,9.625
ICB,2015-10-01,4.0,5.0,6.0,6.0,6.0,6.0,8.5,8.75,9.0,10.0,10.0
IFIC,2015-10-01,5.5,2.0,4.0,4.0,4.0,6.0,7.0,7.25,8.0,,
ISLAMI,2015-10-01,4.2,3.0,3.0,3.0,3.0,3.0,6.3,6.5,6.6,6.8,8.1
JAMUNA,2015-10-01,5.0,3.5,3.75,4.0,4.5,5.25,7.75,7.75,7.75,,
MDBL,2015-10-01,6.375,6.0,6.5,7.0,7.0,7.5,8.5,8.875,8.875,,
MERCANTILE,2015-10-01,5.5,4.0,4.5,5.0,5.5,6.0,7.25,7.5,7.75,,
MGBL,2015-10-01,5.0,5.0,5.5,6.0,6.5,7.0,8.875,8.5,8.5,,
MMBL,2015-10-01,5.0,4.0,4.0,4.0,4.0,4.0,9.125,9.375,9.625,,
MUTUAL TRUST,2015-10-01,4.375,4.0,4.25,4.5,4.75,5.0,7.25,7.5,7.75,8.0,8.25
NBL,2015-10-01,5.25,4.5,5.25,6.0,6.25,7.5,8.0,8.25,8.5,8.0,8.0
NCCBL,2015-10-01,4.75,4.0,4.15,4.25,4.5,5.0,7.0,7.25,7.5,,
NRBBL,2015-10-01,6.25,6.25,7.0,7.25,8.5,8.5,8.25,7.5,8.125,8.5,
NRBCBL,2015-10-01,5.875,4.25,4.5,4.75,5.0,5.0,8.375,8.625,8.75,8.75,
ONE BANK,2015-10-01,3.8,3.5,3.5,3.5,3.7,4.0,7.5,7.5,7.75,7.75,7.75
Padma,2015-10-01,6.25,5.0,6.0,7.0,8.0,8.5,9.5,9.5,10.0,,
PREMIER,2015-10-01,4.5,4.0,4.0,5.0,5.0,6.0,8.25,8.375,8.5,,9.75
PRIME,2015-10-01,5.25,3.0,4.75,5.0,5.0,5.25,6.5,6.5,6.5,6.5,6.5
PUBALI,2015-10-01,4.0,3.5,4.0,7.0,7.5,7.5,7.5,7.75,8.0,11.125,11.0
SBACBL,2015-10-01,6.5,5.5,5.5,5.5,5.5,5.5,8.0,9.0,9.0,9.0,9.0
SHAHJALAL,2015-10-01,4.0,4.0,4.25,4.5,4.75,5.0,6.5,6.5,6.5,,
SIBL,2015-10-01,4.0,4.0,4.5,5.0,5.5,6.0,8.0,8.25,8.5,,
SOUTHEAST,2015-10-01,4.75,3.75,4.75,5.75,6.75,7.25,7.75,7.75,7.75,,
STANDARD,2015-10-01,4.5,3.75,4.0,4.5,5.0,5.5,8.0,8.0,7.75,7.75,
THE CITY,2015-10-01,5.125,2.5,4.0,4.5,6.5,6.5,7.125,7.375,7.5,7.5,8.765
TRUST BANK,2015-10-01,5.0,3.0,3.5,4.0,4.5,4.5,7.625,7.625,7.625,7.625,7.625
UCBL,2015-10-01,5.25,4.0,4.0,4.0,5.5,6.0,7.375,7.375,7.375,7.5,8.0
UNBL,2015-10-01,7.0,5.0,5.0,5.0,5.0,5.0,9.25,9.5,9.5,9.5,9.5
UTTARA,2015-10-01,4.0,4.5,5.0,6.5,6.75,7.0,7.25,7.25,7.25,7.25,
FBs,2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL FALAH,2015-10-01,4.75,3.0,4.0,4.0,4.0,4.0,6.75,7.0,7.25,7.25,7.0
CITI N.A.,2015-10-01,4.0,1.0,1.05,1.15,1.2,1.5,1.225,1.3,1.35,5.5,
COMMERCIAL B.,2015-10-01,4.25,3.0,4.0,4.5,5.0,5.5,6.375,7.0,7.625,7.0,8.375
HABIB,2015-10-01,4.75,3.5,5.0,5.5,5.5,5.5,7.0,7.0,7.5,7.5,7.5
HSBC,2015-10-01,3.5,1.75,1.75,2.0,2.25,3.0,3.375,3.625,4.75,5.25,5.5
NBP,2015-10-01,6.0,4.5,5.0,5.5,6.0,6.5,9.5,9.5,10.0,10.0,10.0
SBI,2015-10-01,3.75,1.5,2.0,2.5,2.5,2.5,4.75,5.0,5.0,5.0,5.0
STAN.CHART,2015-10-01,3.2,1.75,1.75,1.75,2.5,2.5,4.375,4.0,5.875,6.125,6.25
WOORI,2015-10-01,5.0,4.0,4.0,4.0,4.0,4.0,5.25,8.5,8.75,8.75,8.75
AGRANI,2015-11-01,4.0,5.0,5.0,5.0,5.0,5.0,7.0,8.0,8.0,,
BASIC,2015-11-01,7.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0
BDBL,2015-11-01,6.5,5.0,5.0,5.0,5.0,5.0,7.5,9.0,9.0,9.0,9.0
JANATA,2015-11-01,5.5,4.0,4.0,5.0,5.0,5.0,7.0,7.0,8.0,,
RUPALI,2015-11-01,6.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0
SONALI,2015-11-01,5.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,
DFIs,2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKB,2015-11-01,5.5,4.0,4.0,4.0,4.0,5.0,7.0,7.0,8.0,,
RAKUB,2015-11-01,6.0,4.0,4.0,4.0,4.0,4.0,7.0,8.0,9.5,9.5,10.0
PCBs,2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL-ARAFAH,2015-11-01,4.0,3.0,3.0,3.0,3.0,3.0,5.5,5.5,6.0,6.0,6.0
BANK ASIA,2015-11-01,5.0,3.0,4.0,5.0,6.0,6.0,6.5,6.5,6.5,7.0,7.0
BCBL,2015-11-01,4.5,3.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,8.0
BRAC,2015-11-01,-7.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0
DHAKA,2015-11-01,4.0,3.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,6.0,9.0
DUTCH-BANGLA,2015-11-01,-6.0,3.0,4.0,4.0,4.0,4.0,5.5,5.5,5.5,5.5,5.5
EBL,2015-11-01,4.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
EXIM,2015-11-01,5.0,3.0,4.0,4.0,4.0,5.0,8.0,8.0,8.0,8.0,8.0
FIRST SECU,2015-11-01,5.0,3.0,4.0,4.0,4.0,4.0,8.0,9.0,9.0,,
GIBL,2015-11-01,6.0,5.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0
ICB,2015-11-01,4.0,5.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,10.0,10.0
IFIC,2015-11-01,6.0,2.0,4.0,4.0,4.0,6.0,7.0,7.0,8.5,,
ISLAMI,2015-11-01,4.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0
JAMUNA,2015-11-01,5.0,4.0,4.0,4.0,5.0,5.0,7.5,7.5,7.5,,
MDBL,2015-11-01,6.0,5.0,5.0,6.0,6.0,6.0,8.0,8.0,8.0,,
MERCANTILE,2015-11-01,5.0,4.0,5.0,5.0,5.5,6.0,7.0,7.0,7.0,,
MGBL,2015-11-01,5.0,5.0,6.0,6.0,7.0,7.0,8.5,8.0,8.0,,
MMBL,2015-11-01,5.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,9.0,,
MUTUAL TRUST,2015-11-01,4.5,4.0,4.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0
NBL,2015-11-01,5.0,4.0,5.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0
NCCBL,2015-11-01,5.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,,
NRBBL,2015-11-01,6.0,6.0,7.0,7.0,8.0,8.0,8.5,7.5,8.5,8.0,
NRBCBL,2015-11-01,6.0,4.0,5.0,5.0,5.0,5.0,8.5,9.0,9.0,9.0,
ONE BANK,2015-11-01,4.0,4.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,8.0
Padma,2015-11-01,6.5,5.0,6.0,7.0,8.0,9.0,9.5,9.5,10.5,,
PREMIER,2015-11-01,3.5,2.0,3.0,4.0,4.0,5.0,8.0,8.0,8.0,,8.0
PRIME,2015-11-01,5.0,3.0,4.0,4.0,4.0,4.0,5.5,6.0,6.0,6.0,6.0
PUBALI,2015-11-01,4.0,4.0,4.0,6.0,7.0,7.0,7.0,8.0,8.0,11.0,9.0
SBACBL,2015-11-01,6.5,6.0,6.0,6.0,6.0,6.0,8.0,9.0,9.0,9.0,9.0
SHAHJALAL,2015-11-01,4.0,4.0,4.0,4.0,4.0,5.0,7.0,7.0,7.0,,
SIBL,2015-11-01,3.0,3.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,,
SOUTHEAST,2015-11-01,5.0,3.0,4.0,5.0,6.0,7.0,8.0,8.0,8.0,,
STANDARD,2015-11-01,4.0,4.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,
THE CITY,2015-11-01,5.0,3.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0
TRUST BANK,2015-11-01,5.0,3.0,3.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0
UCBL,2015-11-01,5.5,4.0,4.0,4.0,6.0,6.0,7.5,7.5,7.5,8.0,8.0
UNBL,2015-11-01,7.0,5.0,5.0,5.0,5.0,5.0,9.0,9.0,9.0,9.0,9.0
UTTARA,2015-11-01,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,
FBs,2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL FALAH,2015-11-01,4.5,3.0,4.0,4.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0
CITI N.A.,2015-11-01,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,
COMMERCIAL B.,2015-11-01,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.5,5.5,5.5
HABIB,2015-11-01,5.0,4.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0
HSBC,2015-11-01,2.5,2.0,2.0,2.0,2.0,3.0,2.5,3.0,3.5,4.5,4.5
NBP,2015-11-01,6.0,4.0,5.0,5.0,6.0,6.0,10.0,10.0,10.0,10.0,10.0
SBI,2015-11-01,4.0,1.0,2.0,3.0,3.0,3.0,4.5,4.5,4.5,4.5,4.5
STAN.CHART,2015-11-01,3.0,2.0,2.0,2.0,3.0,3.0,4.5,4.0,6.0,6.5,6.5
WOORI,2015-11-01,5.0,4.0,4.0,4.0,4.0,4.0,5.5,8.5,8.5,8.5,8.5
AGRANI,2015-12-01,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,8.0,,
BASIC,2015-12-01,7.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,7.0,7.0
BDBL,2015-12-01,5.5,4.0,4.0,5.0,5.0,5.0,6.5,8.0,8.0,8.0,8.5
JANATA,2015-12-01,5.5,4.0,4.0,5.0,5.0,5.0,7.0,7.0,8.0,,
RUPALI,2015-12-01,6.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0
SONALI,2015-12-01,5.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,
DFIs,2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKB,2015-12-01,5.5,4.0,4.0,4.0,4.0,5.0,7.0,7.0,8.0,,
RAKUB,2015-12-01,6.0,4.0,4.0,4.0,4.0,4.0,7.0,8.0,9.5,9.5,9.5
PCBs,2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB-BANK,2015-12-01,5.0,3.0,4.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,
AL-ARAFAH,2015-12-01,4.0,3.0,3.0,3.0,3.0,3.0,5.5,5.5,5.5,5.5,5.5
BANK ASIA,2015-12-01,5.0,3.0,4.0,5.0,5.0,5.0,6.5,6.5,6.5,7.0,7.0
BCBL,2015-12-01,4.5,3.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,8.0
BRAC,2015-12-01,2.0,1.0,2.0,3.0,4.0,5.0,3.0,3.5,4.0,4.5,4.5
DHAKA,2015-12-01,4.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,9.0
DUTCH-BANGLA,2015-12-01,3.0,3.0,4.0,4.0,4.0,4.0,5.5,5.5,5.5,5.5,5.5
EBL,2015-12-01,4.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
EXIM,2015-12-01,5.0,3.0,4.0,4.0,4.0,5.0,8.0,8.0,8.0,8.0,8.0
FIRST SECU,2015-12-01,5.0,3.0,4.0,4.0,4.0,4.0,8.0,9.0,9.0,,
GIBL,2015-12-01,6.0,5.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0
ICB,2015-12-01,4.0,5.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,10.0,10.0
IFIC,2015-12-01,6.0,2.0,4.0,4.0,4.0,5.0,7.0,7.0,8.0,,
ISLAMI,2015-12-01,4.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0
JAMUNA,2015-12-01,5.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,,
MDBL,2015-12-01,6.0,5.0,5.0,6.0,6.0,6.0,8.0,8.0,8.0,,
MERCANTILE,2015-12-01,5.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0
MGBL,2015-12-01,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,,
MMBL,2015-12-01,5.0,4.0,4.0,4.0,4.0,4.0,8.0,8.5,9.0,,
MUTUAL TRUST,2015-12-01,4.5,4.0,4.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0
NBL,2015-12-01,5.0,4.0,5.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0
NCCBL,2015-12-01,5.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,,
NRBBL,2015-12-01,6.5,6.0,7.0,7.0,8.0,8.0,8.0,7.5,8.0,8.0,
NRBCBL,2015-12-01,6.0,4.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,
ONE BANK,2015-12-01,5.5,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0
Padma,2015-12-01,6.5,5.0,6.0,7.0,8.0,9.0,9.5,9.5,10.5,,
PREMIER,2015-12-01,3.5,2.0,3.0,4.0,4.0,5.0,7.5,7.5,7.5,,8.0
PRIME,2015-12-01,5.0,3.0,4.0,4.0,4.0,4.0,5.5,6.0,6.0,6.0,6.0
PUBALI,2015-12-01,4.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,11.0,9.0
SBACBL,2015-12-01,6.5,6.0,6.0,6.0,6.0,6.0,8.0,9.0,9.0,9.0,9.0
SHAHJALAL,2015-12-01,4.0,4.0,4.0,4.0,4.0,5.0,7.0,7.0,7.0,,
SIBL,2015-12-01,3.0,3.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,,
SOUTHEAST,2015-12-01,4.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,7.0,,
STANDARD,2015-12-01,4.0,4.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,
THE CITY,2015-12-01,5.0,3.0,4.0,5.0,6.0,6.0,6.5,6.5,7.0,7.0,8.0
TRUST BANK,2015-12-01,4.0,3.0,3.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0
UCBL,2015-12-01,5.5,4.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0
UNBL,2015-12-01,7.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,9.0,9.0,9.0
UTTARA,2015-12-01,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,
FBs,2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL FALAH,2015-12-01,4.5,3.0,4.0,4.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0
CITI N.A.,2015-12-01,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,
COMMERCIAL B.,2015-12-01,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.5,5.5,5.5
HABIB,2015-12-01,4.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0
HSBC,2015-12-01,2.5,2.0,2.0,2.0,2.0,3.0,2.5,3.0,3.5,4.5,4.5
NBP,2015-12-01,6.0,4.0,5.0,5.0,6.0,6.0,10.0,10.0,10.0,10.0,10.0
SBI,2015-12-01,4.0,1.0,2.0,3.0,3.0,3.0,4.5,4.5,4.5,4.5,4.5
STAN.CHART,2015-12-01,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.5,4.5,5.0
WOORI,2015-12-01,5.0,4.0,4.0,4.0,4.0,4.0,5.0,7.5,7.5,7.5,7.5
AGRANI,2016-01-01,4.0,4.0,4.0,4.0,4.5,5.0,7.0,7.25,7.5,,
BASIC,2016-01-01,7.125,4.6,4.7,4.8,4.9,5.0,7.4,7.45,7.5,7.45,7.45
BDBL,2016-01-01,5.5,4.0,4.0,4.5,5.0,5.0,6.625,7.5,7.5,7.5,8.0
JANATA,2016-01-01,5.625,4.0,4.0,4.5,4.5,5.0,7.0,7.25,7.5,,
RUPALI,2016-01-01,6.0,4.0,4.0,4.5,4.5,5.0,7.0,7.25,7.5,7.5,7.5
SONALI,2016-01-01,5.0,4.0,4.0,4.5,4.5,5.0,7.0,7.25,7.5,7.5,
DFIs,2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKB,2016-01-01,5.5,4.0,4.0,4.0,4.0,5.0,7.0,7.25,7.5,,
RAKUB,2016-01-01,6.0,4.25,4.25,4.25,4.25,4.25,7.5,9.15,9.15,9.15,9.15
PCBs,2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB-BANK,2016-01-01,4.5,3.25,4.25,5.25,6.25,6.5,6.75,7.0,7.25,7.0,
AL-ARAFAH,2016-01-01,4.0,3.0,3.0,3.0,3.0,3.0,5.25,5.5,5.5,5.5,5.5
BANK ASIA,2016-01-01,4.0,3.0,3.5,4.0,4.5,4.5,5.375,5.375,5.375,6.0,6.0
BCBL,2016-01-01,4.25,3.0,3.5,4.0,4.0,4.0,6.75,7.0,7.0,7.0,7.0
BRAC,2016-01-01,2.0,1.0,2.0,3.0,4.0,5.0,3.0,3.5,4.0,4.625,4.625
DHAKA,2016-01-01,4.0,3.0,3.5,4.0,4.5,4.5,5.875,5.875,5.0,4.5,9.05
DUTCH-BANGLA,2016-01-01,2.0,3.0,4.0,4.0,4.0,4.0,5.0,5.25,5.5,5.5,5.5
EBL,2016-01-01,4.0,2.0,3.0,3.5,4.0,4.0,4.5,4.5,5.0,5.0,5.0
EXIM,2016-01-01,4.5,2.0,2.5,3.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0
FIRST SECU,2016-01-01,5.0,3.0,4.0,4.0,4.0,4.0,7.0,7.25,7.5,,
GIBL,2016-01-01,5.5,5.0,5.5,6.0,6.0,6.0,8.125,8.125,8.125,8.125,8.125
ICB,2016-01-01,2.5,3.0,4.0,4.0,4.0,4.0,7.5,7.5,8.0,8.0,8.0
IFIC,2016-01-01,4.5,2.0,4.0,4.0,4.0,5.0,6.0,6.25,6.625,,
ISLAMI,2016-01-01,4.2,3.0,3.0,3.0,3.0,3.0,6.3,6.5,6.6,6.8,8.1
JAMUNA,2016-01-01,5.0,3.5,3.75,4.0,4.5,5.25,5.625,5.625,5.625,,
MDBL,2016-01-01,5.75,4.5,5.25,5.5,5.5,6.0,7.625,7.625,8.0,,
MERCANTILE,2016-01-01,4.25,3.5,4.0,4.5,5.0,5.5,5.5,5.75,6.0,6.25,6.5
MGBL,2016-01-01,5.0,4.0,4.5,5.0,5.5,6.0,7.75,8.0,8.125,,
MMBL,2016-01-01,5.0,4.0,4.0,4.0,4.0,4.0,7.625,7.875,8.125,,
MUTUAL TRUST,2016-01-01,4.075,3.5,3.75,4.0,4.25,4.5,6.0,6.0,6.25,6.5,7.0
NBL,2016-01-01,4.5,4.0,4.25,5.0,6.0,6.5,6.75,7.0,7.25,6.75,6.75
NCCBL,2016-01-01,4.5,3.5,3.65,3.75,4.0,4.5,6.0,6.25,6.5,,
NRBBL,2016-01-01,6.25,6.0,6.5,6.75,7.25,7.25,7.5,7.25,7.75,7.875,
NRBCBL,2016-01-01,5.875,4.25,4.5,4.75,5.0,5.0,7.25,7.5,7.5,8.0,
ONE BANK,2016-01-01,5.025,3.5,3.5,3.5,3.7,4.0,6.0,6.0,6.0,6.0,6.0
Padma,2016-01-01,6.25,5.0,6.0,7.0,8.0,8.5,9.5,9.5,10.0,,
PREMIER,2016-01-01,3.25,2.0,3.0,3.5,3.5,5.0,7.0,7.0,7.0,,7.0
PRIME,2016-01-01,4.5,2.5,3.0,3.0,3.0,3.0,4.5,5.5,5.5,5.5,5.5
PUBALI,2016-01-01,4.0,3.0,3.5,4.5,5.0,5.0,6.0,6.0,6.0,11.125,9.0
SBACBL,2016-01-01,6.5,6.0,6.0,6.0,6.0,6.0,7.5,7.5,7.5,7.5,7.5
SHAHJALAL,2016-01-01,4.0,3.5,3.75,4.0,4.25,4.5,6.0,6.5,6.5,,
SIBL,2016-01-01,3.0,3.0,3.5,4.0,4.5,4.5,7.0,7.25,7.5,,
SOUTHEAST,2016-01-01,4.25,3.75,4.25,5.0,5.5,5.75,6.0,6.0,6.0,,
STANDARD,2016-01-01,4.0,3.75,3.75,4.0,4.5,5.0,7.25,7.25,7.0,6.0,
THE CITY,2016-01-01,4.5,2.5,4.0,4.5,5.0,5.0,5.75,5.75,5.75,5.75,6.640000000000001
TRUST BANK,2016-01-01,4.0,3.0,3.25,3.5,3.75,4.0,6.625,6.625,6.625,6.625,6.625
UCBL,2016-01-01,5.25,4.0,4.0,4.0,5.5,6.0,6.875,6.875,6.875,7.0,7.5
UNBL,2016-01-01,6.0,4.3,4.3,4.3,4.3,4.3,7.25,7.5,7.5,7.5,7.5
UTTARA,2016-01-01,3.8,3.5,4.0,5.0,5.25,5.5,6.25,6.25,6.25,6.25,
FBs,2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL FALAH,2016-01-01,4.625,3.0,3.75,3.75,3.75,3.75,6.0,6.25,7.0,6.5,6.5
CITI N.A.,2016-01-01,0.7,0.3,0.4,0.4,0.5,0.7,0.475,0.55,0.6,,
COMMERCIAL B.,2016-01-01,4.125,2.5,2.5,3.0,3.5,4.0,5.0,5.0,5.675,5.5,5.574999999999999
HABIB,2016-01-01,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.5,5.5,5.5
